Clinical	14-3-3_beta-R-V	14-3-3_epsilon-M-C	14-3-3_zeta-R-V	4E-BP1-R-V	4E-BP1_pS65-R-V	4E-BP1_pT37-R-V	4E-BP1_pT37_T46-R-V	4E-BP1_pT70-R-C	4E-BP1_pT70-R-V	53BP1-R-C	53BP1-R-E	A-Raf_pS299-R-C	ACC1-R-C	ACC1-R-E	ACC_pS79-R-V	ACVRL1-R-C	ADAR1-R-V	AIB1-M-V	AMPK_alpha-R-C	AMPK_pT172-R-V	AR-R-V	ARHI-M-E	ARID1A-M-V	ASNS-R-C	ASNS-R-V	ATM-R-C	ATM-R-E	Acetyl-a-Tubulin-Lys40-R-C	Acetyl-a-Tubulin-Lys40-R-E	Akt-R-V	Akt_pS473-R-V	Akt_pT308-R-V	Annexin-1-M-E	Annexin_I-R-V	Annexin_VII-M-V	B-Raf-M-C	BRCA2-R-C	Bad_pS112-R-V	Bak-R-C	Bak-R-E	Bap1-c-4-M-E	Bap1-c-4-M-V	Bax-R-V	Bcl-2-M-V	Bcl-X-R-C	Bcl-xL-R-V	Beclin-G-C	Beclin-G-V	Bid-R-C	Bim-R-V	C-Raf-R-V	C-Raf_pS338-R-C	C-Raf_pS338-R-E	CD20-R-C	CD31-M-V	CD49b-M-V	CDK1-R-V	COX-2-R-C	Caspase-3_active-R-C	Caspase-7_cleavedD198-R-C	Caspase-9_cleavedD330-R-C	Caveolin-1-R-V	Chk1-R-C	Chk1-R-E	Chk1_pS345-R-C	Chk2-M-C	Chk2-M-E	Chk2_pT68-R-C	Chk2_pT68-R-E	Claudin-7-R-V	Collagen_VI-R-V	Cyclin_B1-R-V	Cyclin_D1-R-V	Cyclin_E1-M-V	Cyclin_E2-R-C	DJ-1-R-C	DJ-1-R-E	Di-Ras3-M-E	Dvl3-R-V	E-Cadherin-R-V	EGFR-R-V	EGFR_pY1068-R-C	EGFR_pY1068-R-V	EGFR_pY1173-R-C	EGFR_pY1173-R-V	ER-alpha-R-V	ER-alpha_pS118-R-V	ERK2-R-C	ERK2-R-E	ETS-1-R-V	FAK-R-C	FASN-R-V	FOXO3a-R-C	FOXO3a_pS318_S321-R-C	Fibronectin-R-C	Fibronectin-R-V	FoxM1-R-V	G6PD-M-V	GAB2-R-V	GAPDH-M-C	GATA3-M-V	GSK3-alpha-beta-M-V	GSK3-alpha-beta_pS21_S9-R-V	GSK3_pS9-R-V	Gab2-R-V	HER2-M-V	HER2_pY1248-R-C	HER2_pY1248-R-V	HER3-R-V	HER3_pY1289-R-C	HSP70-R-C	Heregulin-R-V	IGF-1R-beta-R-C	IGFBP2-R-V	INPP4B-G-C	INPP4B-G-E	IRS1-R-V	JNK2-R-C	JNK_pT183_pT185-R-V	JNK_pT183_pY185-R-V	K-Ras-M-C	Ku80-R-C	LKB1-M-C	LKB1-M-E	Lck-R-V	MAPK_pT202_Y204-R-V	MEK1-R-V	MEK1_pS217_S221-R-V	MIG-6-M-V	MSH2-M-C	MSH6-R-C	MYH11-R-V	Mre11-R-C	Myosin-IIa_pS1943-R-V	N-Cadherin-R-V	N-Ras-M-V	NDRG1_pT346-R-V	NEK7-R-NA	NF-kB-p65_pS536-R-C	NF2-R-C	Notch1-R-V	Notch3-R-C	P-Cadherin-R-C	PAI-1-M-E	PCNA-M-C	PCNA-M-V	PDCD4-R-C	PDK1-R-V	PDK1_pS241-R-V	PEA-15-R-V	PEA15-R-V	PEA15_pS116-R-V	PI3K-p110-alpha-R-C	PI3K-p85-R-V	PKC-alpha-M-V	PKC-alpha_pS657-R-C	PKC-alpha_pS657-R-V	PKC-delta_pS664-R-V	PKC-pan_BetaII_pS660-R-V	PR-R-V	PRAS40_pT246-R-V	PRDX1-R-E	PRDX1-R-V	PREX1-R-E	PTCH-R-C	PTEN-R-V	Pal-1-M-C	Paxillin-R-C	Paxillin-R-V	RBM15-R-V	Rab11-R-E	Rab11-R-V	Rab25-R-C	Rab25-R-V	Rad50-M-C	Rad50-M-V	Rad51-M-C	Rad51-M-E	Raptor-R-V	Rb_pS807_S811-R-V	Rictor-R-C	Rictor_pT1135-R-V	S6-R-C	S6-R-E	S6_pS235_S236-R-V	S6_pS240_S244-R-V	SCD1-M-V	SF2-M-V	STAT3_pY705-R-V	STAT5-alpha-R-V	Shc_pY317-R-C	Shc_pY317-R-E	Smad1-R-V	Smad3-R-V	Smad4-M-V	Src-M-V	Src_pY416-R-C	Src_pY527-R-V	Stathmin-R-V	Syk-M-V	TAZ-R-C	TAZ-R-V	TAZ_pS89-R-C	TFF1-R-V	TFRC-R-V	TIGAR-R-V	TRFC-R-V	TSC1-R-C	TTF1-R-V	Tau-M-C	Transglutaminase-M-V	Tuberin-R-C	Tuberin-R-E	Tuberin_pT1462-R-V	VASP-R-C	VEGFR2-R-V	VHL-M-C	XIAP-R-C	XPB1-G-C	XRCC1-R-C	XRCC1-R-E	YAP-R-E	YAP-R-V	YAP_pS127-R-C	YAP_pS127-R-E	YB-1-R-V	YB-1_pS102-R-V	alpha-Catenin-M-V	beta-Catenin-R-V	c-Jun_pS73-R-C	c-Jun_pS73-R-V	c-Kit-R-V	c-Met_pY1235-R-C	c-Met_pY1235-R-V	c-Myc-R-C	cIAP-R-V	eEF2-R-C	eEF2-R-V	eEF2K-R-V	eIF4E-R-V	eIF4G-R-C	mTOR-R-V	mTOR_pS2448-R-C	p21-R-C	p21-R-V	p27-R-V	p27_pT157-R-C	p27_pT198-R-V	p38_MAPK-R-C	p38_MAPK-R-V	p38_pT180_Y182-R-V	p53-R-E	p53-R-V	p62-LCK-ligand-M-C	p62-LCK-ligand-M-E	p70S6K-R-V	p70S6K_pT389-R-V	p90RSK-R-C	p90RSK_pT359_S363-R-C
TCGA-BJ-A0YZ	0.104956715	0.000484263999999957	-0.273249576	0.56537824	0.065314924	0	0.37680846	0	-0.0847198200000001	0	-0.055046977	-0.0576769325	0	0.591190339	0.3787446525	0.028561567	-0.0133121104999999	0	0.0316748055	-0.1773943585	0.0616261775	0	0	0	-0.4123602785	0	-0.493711887	-0.430158318	0	-0.303815023	0.293523277	0.6824181775	-1.830192304	0	0.23348372	0.22851571	0.503683	0.0746816955000001	0	-0.056426946	-0.201825459	0	0.026996408	-0.458999602	0	-0.0490199555	0.5002407625	0	0.086660066	-0.500159217	-0.103246983	0	0.0844959065000001	0.181816502	-0.553019679	0.146027969	1.8297816815	0	0	-0.1731102595	0	-1.586320477	0	0.096930048	-0.143315568	0	-0.693843219	0	0.061101678	3.3195466375	0.1374606035	0.0503482435	-0.126383775	0.1448101955	-0.1146953485	0	0.0775206480000001	0.2826960065	-0.252604853	0.6946477285	0.402136908	1.5877630515	0	0	0.3098246965	-0.11326594	-0.136294044	0	1.40653004	0.0916665484999998	0	0.1723194375	-0.016841594	-0.0320580925	0	-1.459843626	-0.2319679185	-0.2623561765	0	-0.26413908	-0.232116743	-0.2693059485	0.614756411	0.346874861	0.3245549095	0.822868898	0.8822208855	0	-0.123332843	0.205854463	0.378168986	0.4999422145	0	1.4269091875	0	0.6001459745	-0.036005089	-0.206294902	0	1.365640548	0	-0.1337225925	0	0.340236953	0.366195004	0.0192647390000001	0.00476637650000006	-0.025533133	0.351911795	0	0	0.0342672525	-0.0499082525	0.5238207625	0.146005163	0.013337403	-0.1802251765	0	0.1550120295	-0.0999394819999999	-0.0408151145	0	-0.012329507	0.2317143265	0.0626252075	0	0.9636937855	-0.12195542	-0.1807001295	0	-0.4781238575	0.2889203935	-0.3374176075	-0.499855983	-0.513528652	-0.889578744	0	-0.0203152429999999	0.5941631325	0.340432416	0.2189079515	0	0.2564024265	-0.456913014	0	0.0588879975	0	-0.197282293	0	-0.452167027	-0.2800807105	0	0	0.1321586465	0	-0.6980691945	0	-0.161099526	-0.226138792	-0.1985889995	0.0575880564999999	0.661633216	0	-0.339165267	0.7897100205	0.194254772	-0.184787704	0.00798032800000009	2.3837191215	-0.8213833535	0	1.866534849	-0.0697987355	0.1478868235	-0.1017341205	-0.114609516	1.677824267	1.0654819885	0.7731359375	-0.2637331905	0	-0.0461551085	0	0	1.004662866	1.745358159	0	-0.197283377	-0.4032472135	0	0.2155472605	0	-0.2013279815	0.2394624755	0	-0.0679970035	-1.4356489665	0	-0.193980098	0	-0.6666222075	-0.4645472695	0	0	-0.125819331	-0.068451516	0.327896254	0.2250565925	0.2337116275	0	-0.3208266715	0.5394733105	0	0.2542411105	-0.1789261205	-0.2714954095	-0.6041550775	0	-0.388044895	0.172910436	-0.20066965	-0.450204599	-0.0504510745	0	-0.0707048680000001	0.1307569885	0.191088541	0	0	-0.6943442215	-0.108475296	-0.13472631	0	-0.3172224295	0	-0.521610365	-0.111026212	0.2905628465	0.418847691
TCGA-BJ-A0Z0	0.539034449	0.246772915	-0.696290642	-0.138260099	0.445939997	0	-0.243408562	0	-0.07890434	0	0.193521863	0.2004844205	0	-0.527476113	-0.1577507345	0.278137318	0.1131401345	0	-0.3081776295	0.2938334205	0.7570959075	0	0	0	-0.2397086685	0	-0.89970341	-0.618448436	0	-0.731654699	0.351246194	0.5390999895	-1.174900038	0	-0.228326003	0.250890532	2.324077004	-0.1069061345	0	0.139218663	-0.091514529	0	-0.257199987	0.23787565	0	-0.0121690305	0.0438321245	0	0.140667221	0.295216831	-0.222885035	0	0.1849259805	0.511251784	-0.460873396	0.013139967	2.4254241265	0	0	0.0317660985	0	-1.060640679	0	0.667184224	0.070868395	0	-0.469012353	0	0.512002095	2.4608974965	0.8342600755	0.9153013245	0.386731508	-0.0663599625	0.0550292405	0	-0.401530364	0.599533897500001	-0.174352166	-0.0527147514999999	-0.038509468	-0.1622481215	0	0	0.1732786105	0.697270651	0.03548374	0	-0.435806717	0.0789429784999998	0	-0.4816082075	0.247310278	0.1168918945	0	-1.334557598	0.1351443105	-0.2026075865	0	-1.132417503	-0.0689847609999998	-0.4373951595	0.01094145	-0.113135085	-0.3024704675	0.113327958	0.3001110175	0	0.386580286	0.71389908	-0.408902801	1.4071669075	0	-0.2753719865	0	0.8334563685	0.579495056	0.178983586	0	0.225098206	0	-0.0852374885	0	1.04296408	-0.032480379	-0.182723441	-0.2034994415	0.172617193	0.564912239	0	0	-0.7211075455	0.3606931915	-0.7015734575	0.394126751	0.398561402	-0.0193535204999999	0	-0.3471632375	-0.378480308	0.1018635045	0	0.346320825	0.3833414405	0.0582964035	0	-0.5437468345	-0.399462404	-0.4618725345	0	-0.5858629115	1.1764798385	-0.1443455035	-0.444187386	0.241188324	0	0	0.262363754	0.0463158205	0.823485712	0.4316050345	0	-0.6450040745	-0.216422633	0	-0.9308142255	0	-0.727704526	0	0.029615567	-0.4225963015	0	0	-0.1222500135	0	-0.7600084525	0	0.073626524	0.249502735	-0.6018169245	-0.5359829695	1.367206431	0	-0.341855198	-0.8319443715	-0.557244195	0.061815193	0.408793788	-0.6058817585	-0.3688284725	0	-0.242652413	0.0930119675	0.5346992045	0.3514947065	0.112460348	0.689218416	-0.0537520495	0.7450358955	-0.4422696065	0	0.9281246025	0	0	-1.098018788	1.78003603	0	-0.576691122	0.6302886925	0	0.7300130015	0	0.0500755184999999	0.4212896355	0	-0.0581712775	-0.3661916845	0	-0.171152084	0	-0.1709212255	-0.5391492745	0	0	-1.020863117	-0.139121693	0.215256139	-0.0545549745	-0.3241918325	0	-0.0904957585	0.9529266475	0	0.8341276095	0.2583250875	-0.5300690155	-0.5570307875	0	-0.21469519	0.00801434200000001	-0.115063397	-0.344168429	-0.4203968195	0	0.209976768	0.8357580125	0.725215132	0.248870533	0	-0.5843309395	-0.776122954	0.165531046	0	-0.5205122175	0	-0.308458068	-0.178398439	-0.2784566475	0.132043544
TCGA-BJ-A0Z2	0.224931379	-0.106473722	0.0998208160000005	-0.126382463	0.238133461	0	0.395312152	0	0.1794081	0	-0.00243418300000009	-0.00894613350000006	0	0.0982535489999999	1.9500499999936e-05	0.312946287	-0.0214809294999998	0	0.1032564675	-0.4048992335	0.6301026255	0	0	0	0.3102392195	0	0.100733483	0	0	0.105845871	-0.078907842	0.2131233515	-2.057828327	0	-0.170962244	-0.0964500080000001	0.200863534	-0.0764589685000001	0	0.091185389	-0.142637535	0	0.174055588	0.335574442	0	-0.1311036965	0.2168301465	0	0.536620586	-0.032692227	0.309667932	0	0.1632788145	0.488265998	-0.611273563	-0.227964538	0.4956206665	0	0	0.1045601185	0	-3.088757324	0	0.269974117	-0.211785544	0	-0.470516752	0	0.200730718	-0.3685232155	1.5019245865	-0.0366699905000001	0.792833321	-0.1607569115	-0.1003335985	0	-0.0440743480000001	0.438935063500001	-0.309191385	0.2570776465	0.09751208	0.1932786475	0	0	0.3051718265	0.256263442	0.042381447	0	-0.593605101	1.3688299495	0	-0.2931392975	0.0904490689999999	-0.0354082365	0	-0.709243896	0.0707721245	-0.2590812255	0	0.551259714	-0.102130606	-0.1994074015	-0.092797778	0.11428021	-0.3904419545	-0.593109518	0.1582383545	0	-0.168515445	0.286147213	1.829197343	0.0263737555	0	1.3500872625	0	-0.1555461445	0.050823983	-0.736012185	0	-0.0932072590000002	0	-0.1285416135	0	0.204595267	0.148176939	0.163683984	-0.4268637285	0.081786532	-0.0874229070000001	0	0	-1.4526688205	0.2653062655	-1.5712481175	0.545313423	0.113207405	0.2948245955	0	-0.8062657255	-0.371239963	-0.0519116875000001	0	0.262329925	0.3246732495	-0.1431705895	0	0.6187294205	-0.144618277	-0.0738441795	0	-0.1633993135	0.1756298265	-0.2985950395	-0.0177680510000002	-0.492374238	-0.704029902	0	0.02175533	0.3287160335	0.038614606	-0.1438404775	0	-0.3543274185	-0.299190219	0	-0.2146123525	0	-1.043353368	0	0.55279113	-0.2186763005	0	0	-0.2012434515	0	-0.2292291075	0	0.426514511	0.166623182	-0.3259605995	-0.4039893825	0.478572566	0	-0.368030255	-0.4638643905	-0.272117487	-0.080015303	0.406324159	-0.5835595125	-0.6401399815	0	-0.055564957	-0.0213226785	0.2096366895	0.0238525224999999	0.259297001	0.109742394	0.1883499785	0.4878326955	0.0201054204999995	0	-0.0514080345000001	0	0	0.262097593	0.607695798	0	-0.718420858	0.5390678615	0	-0.0567635715000001	0	-0.00608838050000005	0.2435874055	0	-0.7226219285	-0.5836886765	0	0.539174303	0	0.0659951485	-0.0910785615	0	0	-0.248400067	0.956371073	0.0445094999999999	0.0610059105	-0.2840646135	0	-0.3233625845	0.2384364205	0	0.2163985305	0.8249255225	-0.0402735955	-0.2868427485	0	-0.331385926	-0.286837584	-0.791926001	-0.000341141000000267	-0.0488585835000001	0	0.210042406	-0.0655590025	0.102652253	0.128791471	0	0.0176517945000001	-0.203076227	0.16022158	0	-0.5192277425	0	-0.0267501850000001	0.230993313	0.2184551205	0.013635223
TCGA-BJ-A0Z3	0.136217383	0.0779354069999999	0.0516894050000002	-0.033020014	0.112084875	0	-0.18655499	0	0.0508451009999999	0	-0.120500545	0.0488902505	0	-0.71672063	-0.4410058615	0.022723767	-0.0844949604999997	0	-0.4017863825	0.0125211655000003	0.2708487385	0	0	0	-0.3508355265	0	-0.284323091	-0.571037961	0	-0.140083445	0.119495627	0.0103552475	0.674779343	0	-0.245959385	0.238062533	1.256798202	-0.2859373255	0	-0.023301751	-0.385637253	0	-0.222966311	-0.229180717	0	-0.1716878755	-0.1234724675	0	0.034126464	-0.158634807	-0.0495151880000001	0	0.0887015915	0.097673667	-0.370430394	-0.238235335	2.1624235325	0	0	0.0652008655	0	0.537083706	0	0.146139638	-0.051632799	0	-0.124626334	0	0.163300552	2.8011856535	0.2498104125	0.1767508075	0.405654708	-0.3352239125	-0.1011775375	0	-0.178731748	0.355595871500001	-0.053821693	-0.0153868414999999	0.227207104	0.00526245349999999	0	0	0.1758228175	0.0979856330000001	-0.013145033	0	-0.0921438190000002	-0.2650364645	0	-0.5643837955	0.230810702	0.1054386635	0	2.130576098	-0.1691348425	-0.3208813555	0	-0.91245269	-0.00506775599999998	-0.4177437815	-0.234975066	-0.390107737	-0.0315728735	0.484984541	0.1373124675	0	-0.00377143599999996	0.295898441	-0.948874102	0.6592064685	0	1.4349095695	0	0.0828904545	0.141010495	0.018287626	0	0.16363249	0	0.1735411175	0	0.701235879	0.205194256	0.168950903	0.0588755345	0	0.151064269	0	0	-0.3037814925	-0.0152088455	-0.2345348825	0.267369163	0.041991846	-0.0367014984999999	0	0.0749816885	-0.0977029449999999	0.0273125595	0	0.083917657	-0.0583794105000001	0.1528098375	0	0.5365815035	-0.156237325	-0.2854100325	0	0.0891359435	0.3113853725	-0.0440913394999999	0.0409442579999998	-0.200449233	-0.40773084	0	-0.076426867	-0.2683639225	0.221310564	-0.3158635395	0	-0.4210315355	-0.289682464	0	-0.0501850515000001	0	0.184860163	0	-0.459140354	-0.3217459125	0	0	-0.2085877765	0	-0.4656177475	0	0.056299149	0.0115256789999999	0.4075677985	0.2363810845	0.724248822	0	-0.429559434	0.0861964465	-0.059086377	-0.003070091	0.0138008909999999	0.2209511675	0.2983398815	0	-0.157678727	-0.0385937795	0.2459933035	-0.0088559705	-0.179073206	0.261331572	-0.5292441815	0.3214221245	-0.4010399555	0	0.1282181445	0	0	-0.422409883	2.029122942	0	0.0234686930000002	0.0175314255000002	0	0.2664410185	0	0.2737426205	-0.0344583605	0	-0.2273447045	0.4762009145	0	-0.254516692	0	-0.2027324985	0.2573390515	0	0	0.254392262	0.0149640599999999	-0.0624539510000001	-0.0797934355	-0.0185183135000001	0	0.1670691015	-0.1258153175	0	0.3871067915	0.8136259355	-0.3359369745	-0.3734027675	0	0.075490211	0.139677946	0.202408935	-0.00250117700000019	-0.1120510465	0	0.206069766	0.2910987395	0.208891895	0.212257345	0	-0.1603148755	-0.056314273	-0.07011092	0	-0.5039429455	0	-0.282364452	-0.0553834140000001	-0.6004577695	0.028560814
TCGA-BJ-A0Z5	-0.2250323085	0.8769889825	-0.2098355915	0.1650042965	-0.0458940925	0	-0.6043954315	0	0.0108847955	0	-0.4492345195	0.576956531	0	0.3898272795	0.462848071	0.1001459735	0.982494506	0	-0.110779669	0.457630099	-0.070757843	0	0	0	0.326357113	0	-0.1655524695	1.2818291775	0	-0.2267009145	-0.3787260685	-0.438306333	0.0644463814999998	0	0.2312338445	-0.2731660615	-0.2659969065	-0.305040037	0	0.3422970675	0.1447848875	0	0.1740247015	-0.0397136155	0	0.239073689	0.0802487319999999	0	-0.1081793685	-0.1825500425	-0.2017381435	0	0.35747207	0.0955724295	0.3032499755	-0.0120642805	-0.910080963	0	0	0.515158232	0	-1.0231355735	0	0.000615945499999881	0.2318835675	0	0.5899329415	0	0.2652541685	-1.426444686	-0.547617308	0.051917098	-0.5210213765	0.422544141	0.679955729	0	-0.1311284615	-0.149089002999998	-0.1142692165	0.402123512	-0.2505761205	0.43167598	0	0	-0.0550853439999999	0.2856822265	0.0255795735000001	0	0.0913956324999998	-0.24304587	0	0.122359274	-0.0863309495	0.171303483	0	1.2799256195	0.536170424	0.376490115	0	0.2635678475	0.6994841185	-0.000577969999999928	-0.7873540385	-0.5182408095	-0.251253777	-0.8030148175	-0.186794842	0	0.5857739285	-0.1116280915	-0.3372746145	0.0620575370000001	0	0.01108098	0	0.188312798	0.0695270935	-0.3068119995	0	0.0815069125	0	0.223667799	0	-0.4811462095	-0.0647974514999999	-0.3336661175	0.093959848	0.0117925015	-0.0881625454999999	0	0	0.89563575	0.441902724	-0.559547848	-0.1750768475	0.3242636665	0.82772994	0	-0.284051868	0.1687214265	-0.023670569	0	0.5632513455	-0.0489867310000001	0.163989814	0	-1.162966317	0.0206729695	0.010917839	0	-0.042886109	0.069696958	0.140467142	0.0972552654999999	-0.1152882835	-0.2362170205	0	0.2042150515	-0.176613362	0.1362441555	-0.32888613	0	0.380788733	-0.1947925065	0	-0.186344567	0	-0.2679883995	0	0.0451095285000001	0.027115111	0	0	0.631265585	0	0.041683655	0	0.2999214575	-0.1688449845	-0.240663898	-0.00578659400000014	-0.4212050375	0	0.1597073775	-0.734074318	-0.4122121265	0.5612840455	-0.0911957805000001	-0.072715973	-0.234602859	0	0.4794164505	-0.057087456	-0.350538479	0.290603625	0.1508010005	-0.2256438915	-0.547499058	0	0.123955229	0	-0.320108224	0	0	-0.2030503655	-0.8244423065	0	-0.2643699865	0.0818406770000002	0	-0.341159859	0	-0.42807467	0.0517064779999999	0	-0.163043363	0.481622304	0	0.0520220265	0	0.253813399	-0.053791875	0	0	-0.4342638535	0.4654055075	-0.2837660805	-0.216718273	0.0860051319999999	0	0.052259689	-0.320828019	0	0.0405610539999999	-0.339536663	0.282629807	0.130393979	0	-0.0450128755	-0.0404847235	-0.3718315845	-0.3301878965	-0.045195003	0	-0.00300278750000027	-0.034338268	0.0151541935	-0.0761539785	0	0.0761961380000002	-1.1140005485	0.1561994725	0	0.35200595	0	0.0646316115	0.6258977495	0.151959467	-0.1427213205
TCGA-BJ-A0Z9	0.206203763187442	0.258549749180398	0.486042640889855	0.514296137647413	0.0421174043856735	-0.153031753650359	0	0.445915560694764	0	-0.19399024290671	0	0.448176665917066	0.527814788072849	0	0.364909794549771	0.326198593026285	0	0.20703562057329	0.0481997164839743	0.389885494904844	-0.418159201246973	0.291321233749179	-0.309846244812925	2.0362892614586	0	0.518469587257889	0	0	0.00554618733778933	-0.64291335211732	-0.0712744095187895	-0.186364682441347	0	1.12663880146299	0.495493239717483	0.166015802054474	-0.411374339592481	-0.494591854415568	-0.459812200746644	0	0	0.390759525715092	0.298693999874739	-0.825763346945193	-0.00147643482030646	0.191443659169956	0	0.387340401892147	-0.271924489688046	-0.441050295863553	-0.0506556420492055	0.00147643482030646	0	-0.343157911801146	0.252439246097136	0.986631695870295	0.039893267895954	-0.0653944361405435	0.13912781428369	-0.358241159855939	0.00576422254827444	-1.20869576185823	-0.090315219871439	0	0.019361887078899	0.50048524804661	0	-0.0163797107025354	0	-1.16395055471884	-0.562439943590171	0.39895242846456	0.0243943071165365	0.0456717321673575	-0.0533106185339446	-0.289266176915375	0	0	-0.0947295989206705	-0.427091491456921	-0.0745486083003357	0	0.0176487180669647	-0.071825895924958	0	-0.40653895197234	-0.285808884493089	0.26346406682187	0	-0.0895225221386355	-0.749769826840473	0.164570348933598	0.216967537038456	-0.186838628937611	2.24105848227567	0	0.633979725658201	1.25690557666467	-0.30292002072424	2.05250305024164	0.299291500876043	0.357725943055376	-0.482322362147526	-0.183693773901321	0	-0.23513845985017	0	-0.506710085455955	0.342742852420837	-0.0331225631827046	-0.530091956775697	-0.162966643675991	0.338209027789043	0.572614704248611	0.805890612924429	0	-0.273701006586944	-0.271878698298696	-0.22020738318524	0	-0.0462597839307961	-0.198775960944681	-0.0942965957207131	0	0.064509323140483	-0.492320437484026	-0.0137551051112457	-0.0988532285533805	-0.0715410583206405	0.486455890440726	-0.224353085705676	-0.89113498535508	-0.248572509621547	0.62346294473968	-0.351832072485829	0.0839973668417578	0.235885542630255	0.597100003284615	-0.380460620704705	0.0491456016419491	0.0386994611224029	-0.176496596682629	-0.320755041300921	0	0	0.5154964926261	-0.320948076860971	0.31416873278562	0.527442666489639	-0.344237978006055	0	-0.250169466596126	0.379910924290509	0.395618056850921	-0.0769696636817031	0	-0.00554281543109547	0.029457803690273	-0.153455348292095	0.27511566636752	-0.313450784242858	0.0277894781091529	0	0.6033083945755	-0.163522374587462	-0.286411023490342	0.0672014434787458	0	0.179794073449065	0.300671941927945	0	-0.0105440252428465	-0.116206695227283	0	-0.197653870649344	0	-0.191222630047925	0	0.200298060570305	0.240222863138781	-0.186157460609504	-0.318154220366924	0.440178687005419	0	0.318853795756373	0.424440343385749	0.513950017196063	0.261850903086697	-0.4878855752091	-0.248029739760231	-0.228781655452211	0	-0.261269161749061	-0.376108380955279	-0.0188092245170304	0.013025665060126	-0.472524358063812	-0.573654971089154	-0.218482000011691	0.747042691494704	-0.223736772387505	0	-0.139325356746121	-0.472796000980171	0	-1.93132304774659	0.262118077867154	0.171402374381054	0	0.602629845679645	0.472290823854105	0.0138695004269596	0	-0.152576457778448	0.0919748845572065	0.597020554524079	-0.84129906475201	0.0381852389203616	0.0739637148486895	-0.0600433904364625	0	0	-0.124330702346371	0.0787610984082145	0	-0.478793025170381	0.523323027503013	0.025867026687972	-0.260057086861426	-0.00875086352962196	0	-0.739098681271736	-0.272019729474912	0	0.0529682759873944	0.036445441266783	0	0.125584218590908	-0.0500157740080505	-0.313958350883361	0.112756859664939	0.0939962945756394	-0.020474758810743	0.81385141957723	0	-0.238350868568033	-0.0247108770205116	-0.0602135187886096	0.508257855358777	0	0.171173893959095	0	0.263811048407322	0	1.13202874248945	0.372262522515733	0.427804334909464	0.035988028100138	-0.288073575652549
